"date","ita","ger","spread"
2010-05-09,3.915,2.868,1.047
2010-05-02,4.268,2.785,1.483
2010-04-25,3.984,3.019,0.965
2010-04-18,3.95,3.053,0.897
2010-04-11,3.865,3.086,0.779
2010-04-04,3.899,3.165,0.734
2010-03-28,3.851,3.086,0.765
2010-03-21,3.934,3.15,0.784
2010-03-14,3.958,3.109,0.849
2010-03-07,3.951,3.162,0.789
2010-02-28,3.95,3.148,0.802
2010-02-21,4.007,3.099,0.908
2010-02-14,4.079,3.289,0.79
2010-02-07,4.041,3.192,0.849
2010-01-31,4.04,3.114,0.926
2010-01-24,4.109,3.19,0.919
2010-01-17,4.081,3.218,0.863
2010-01-10,4.072,3.258,0.814
2010-01-03,4.1,3.379,0.721
2009-12-27,4.152,3.388,0.764
2009-12-20,4.025,3.33,0.695
2009-12-13,3.982,3.141,0.841
2009-12-06,4.042,3.205,0.837
2009-11-29,3.993,3.233,0.76
2009-11-22,4.039,3.158,0.881
2009-11-15,4.066,3.242,0.824
2009-11-08,4.09,3.382,0.708
2009-11-01,3.987,3.381,0.606
2009-10-25,3.948,3.225,0.723
2009-10-18,4.049,3.352,0.697
2009-10-11,4.036,3.291,0.745
2009-10-04,3.951,3.204,0.747
2009-09-27,3.96,3.114,0.846
2009-09-20,4.009,3.241,0.768
2009-09-13,4.061,3.392,0.669
2009-09-06,4.049,3.234,0.815
2009-08-30,4.129,3.256,0.873
2009-08-23,4.059,3.238,0.821
2009-08-16,4.087,3.32,0.767
2009-08-09,4.147,3.315,0.832
2009-08-02,4.197,3.526,0.671
2009-07-26,4.156,3.289,0.867
2009-07-19,4.361,3.483,0.878
2009-07-12,4.399,3.409,0.99
2009-07-05,4.45,3.258,1.192
2009-06-28,4.392,3.335,1.057
2009-06-21,4.515,3.391,1.124
2009-06-14,4.592,3.498,1.094
2009-06-07,4.693,3.64,1.053
2009-05-31,4.762,3.721,1.041
2009-05-24,4.626,3.58,1.046
2009-05-17,4.45,3.568,0.882
2009-05-10,4.28,3.368,0.912
2009-05-03,4.228,3.462,0.766
2009-04-26,4.277,3.165,1.112
2009-04-19,4.312,3.184,1.128
2009-04-12,4.356,3.272,1.084
2009-04-05,4.428,3.216,1.212
2009-03-29,4.388,3.236,1.152
2009-03-22,4.351,3.095,1.256
2009-03-15,4.271,2.978,1.293
2009-03-08,4.5,3.041,1.459
2009-03-01,4.479,2.921,1.558
2009-02-22,4.649,3.109,1.54
2009-02-15,4.438,3.019,1.419
2009-02-08,4.573,3.11,1.463
2009-02-01,4.543,3.365,1.178
2009-01-25,4.687,3.296,1.391
2009-01-18,4.763,3.223,1.54
2009-01-11,4.408,2.935,1.473
2009-01-04,4.35,3.019,1.331
2008-12-28,4.302,2.951,1.351
2008-12-21,4.279,2.945,1.334
2008-12-14,4.361,3.01,1.351
2008-12-07,4.636,3.294,1.342
2008-11-30,4.423,3.02,1.403
2008-11-23,4.459,3.265,1.194
2008-11-16,4.441,3.378,1.063
2008-11-09,4.613,3.681,0.932
2008-11-02,4.609,3.667,0.942
2008-10-26,4.952,3.903,1.049
2008-10-19,4.7,3.765,0.935
2008-10-12,4.726,4.038,0.688
2008-10-05,4.835,3.98,0.855
2008-09-28,4.761,3.918,0.843
2008-09-21,4.874,4.156,0.718
2008-09-14,4.961,4.231,0.73
2008-09-07,4.814,4.174,0.64
2008-08-31,4.709,4.034,0.675
2008-08-24,4.823,4.174,0.649
2008-08-17,4.826,4.219,0.606999999999999
2008-08-10,4.802,4.145,0.657
2008-08-03,4.818,4.26,0.558
2008-07-27,4.957,4.331,0.626
2008-07-20,5.14,4.622,0.518
2008-07-13,5.157,4.586,0.571
2008-07-06,5.051,4.456,0.595
2008-06-29,5.084,4.496,0.587999999999999
2008-06-22,5.155,4.525,0.63
2008-06-15,5.21,4.626,0.584
2008-06-08,5.232,4.655,0.577
2008-06-01,4.974,4.423,0.551
2008-05-25,4.866,4.454,0.412
2008-05-18,4.694,4.264,0.43
2008-05-11,4.592,4.178,0.414
2008-05-04,4.474,3.991,0.483
2008-04-27,4.62,4.198,0.422
2008-04-20,4.641,4.18,0.461
2008-04-13,4.604,4.139,0.465
2008-04-06,4.407,3.986,0.421
2008-03-30,4.438,3.985,0.453
2008-03-23,4.465,3.915,0.55
2008-03-16,4.308,3.723,0.585
2008-03-09,4.333,3.76,0.573
2008-03-02,4.413,3.797,0.616
2008-02-24,4.31,3.989,0.321
2008-02-17,4.421,3.994,0.427
2008-02-10,4.351,4.008,0.343
2008-02-03,4.235,3.895,0.34
2008-01-27,4.28,3.933,0.347
2008-01-20,4.378,4.011,0.367
2008-01-13,4.337,3.948,0.389
2008-01-06,4.459,4.087,0.372
2007-12-30,4.456,4.193,0.263000000000001
2007-12-23,4.68,4.368,0.311999999999999
2007-12-16,4.628,4.268,0.36
2007-12-09,4.629,4.304,0.324999999999999
2007-12-02,4.519,4.105,0.414
2007-11-25,4.489,4.09,0.399
2007-11-18,4.393,4.025,0.367999999999999
2007-11-11,4.459,4.138,0.321
2007-11-04,4.363,4.131,0.232
2007-10-28,4.462,4.186,0.276
2007-10-21,4.44,4.161,0.279000000000001
2007-10-14,4.475,4.324,0.151
2007-10-07,4.657,4.369,0.288
2007-09-30,4.579,4.286,0.293
2007-09-23,4.595,4.36,0.234999999999999
2007-09-16,4.6,4.348,0.252
2007-09-09,4.447,4.167,0.28
2007-09-02,4.418,4.214,0.204
2007-08-26,4.528,4.216,0.311999999999999
2007-08-19,4.549,4.269,0.28
2007-08-12,4.572,4.238,0.334
2007-08-05,4.645,4.396,0.249
2007-07-29,4.598,4.359,0.239
2007-07-22,4.628,4.294,0.334
2007-07-15,4.684,4.545,0.139
2007-07-08,4.85,4.64,0.21
2007-07-01,4.912,4.654,0.258
2007-06-24,4.794,4.555,0.239
2007-06-17,4.844,4.65,0.194
2007-06-10,4.852,4.635,0.217000000000001
2007-06-03,4.75,4.546,0.204
2007-05-27,4.653,4.412,0.241
2007-05-20,4.583,4.296,0.287
2007-05-13,4.517,4.32,0.197
2007-05-06,4.442,4.199,0.243
2007-04-29,4.407,4.232,0.175
2007-04-22,4.445,4.214,0.231
2007-04-15,4.415,4.205,0.21
2007-04-08,4.454,4.199,0.255
2007-04-01,4.313,4.082,0.231
2007-03-25,4.281,4.061,0.22
2007-03-18,4.243,3.964,0.279
2007-03-11,4.148,3.904,0.244
2007-03-04,4.181,3.925,0.256
2007-02-25,4.165,3.955,0.21
2007-02-18,4.276,4.095,0.181
2007-02-11,4.282,4.048,0.234
2007-02-04,4.292,4.049,0.242999999999999
2007-01-28,4.271,4.094,0.177
2007-01-21,4.309,4.067,0.242
2007-01-14,4.253,4.044,0.209000000000001
2007-01-07,4.288,4.028,0.260000000000001
2006-12-31,4.213,3.935,0.278
2006-12-24,4.219,3.946,0.273
2006-12-17,4.153,3.863,0.29
2006-12-10,4.073,3.785,0.288
2006-12-03,4.001,3.712,0.289
2006-11-26,3.911,3.692,0.219
2006-11-19,3.946,3.741,0.205
2006-11-12,3.964,3.761,0.203
2006-11-05,3.967,3.744,0.223
2006-10-29,4.03,3.743,0.287
2006-10-22,4.073,3.855,0.218
2006-10-15,4.118,3.836,0.282
2006-10-08,4.105,3.811,0.294
2006-10-01,4.049,3.717,0.332
2006-09-24,3.991,3.681,0.31
2006-09-17,3.963,3.717,0.246
2006-09-10,4.079,3.806,0.273
2006-09-03,4.062,3.809,0.253
2006-08-27,4.023,3.755,0.268
2006-08-20,4.072,3.811,0.261
2006-08-13,4.176,3.912,0.264
2006-08-06,4.256,3.932,0.324
2006-07-30,4.195,3.965,0.23
2006-07-23,4.211,3.948,0.263
2006-07-16,4.244,3.966,0.278
2006-07-09,4.277,4.02,0.257000000000001
2006-07-02,4.356,4.115,0.241
2006-06-25,4.371,4.054,0.317
2006-06-18,4.383,4.059,0.324
2006-06-11,4.25,3.955,0.295
2006-06-04,4.237,3.93,0.307
2006-05-28,4.246,3.991,0.255
2006-05-21,4.197,3.872,0.325
2006-05-14,4.296,4.007,0.289000000000001
2006-05-07,4.364,4.061,0.303
2006-04-30,4.309,4.017,0.292
2006-04-23,4.262,3.97,0.291999999999999
2006-04-16,4.277,3.925,0.352
2006-04-09,4.266,3.877,0.389
2006-04-02,4.208,3.878,0.33
2006-03-26,4.074,3.791,0.283
2006-03-19,3.848,3.677,0.171
2006-03-12,3.898,3.634,0.264
2006-03-05,3.886,3.629,0.257
2006-02-26,3.858,3.572,0.286
2006-02-19,3.714,3.481,0.233
